Date,High,Low,Open,Close,Volume,Adj Close
2015-12-22,1138.6500244140625,1123.6700439453125,1128.47998046875,1137.68994140625,35208600,1137.68994140625
2015-12-23,1152.9100341796875,1139.0400390625,1139.0400390625,1152.8199462890625,34840900,1152.8199462890625
2015-12-24,1159.7099609375,1151.5999755859375,1152.75,1154.760009765625,14118600,1154.760009765625
2015-12-28,1153.989990234375,1140.02001953125,1153.989990234375,1148.2099609375,24925100,1148.2099609375
2015-12-29,1160.93994140625,1148.739990234375,1148.9599609375,1160.52001953125,25420000,1160.52001953125
2015-12-30,1160.3800048828125,1149.1600341796875,1159.969970703125,1149.6400146484375,23674300,1149.6400146484375
2015-12-31,1149.3299560546875,1135.5699462890625,1149.3299560546875,1135.8900146484375,26553300,1135.8900146484375
2016-01-04,1134.0799560546875,1100.530029296875,1134.0799560546875,1108.6199951171875,43048800,1108.6199951171875
2016-01-05,1112.6700439453125,1104.75,1109.0999755859375,1110.43994140625,37066200,1110.43994140625
2016-01-06,1109.4599609375,1088.77001953125,1109.4599609375,1094.3699951171875,43366600,1094.3699951171875
2016-01-07,1090.949951171875,1063.8399658203125,1090.949951171875,1064.5699462890625,50765900,1064.5699462890625
2016-01-08,1072.0899658203125,1045.1099853515625,1065.8499755859375,1046.199951171875,46649400,1046.199951171875
2016-01-11,1052.5899658203125,1031.6700439453125,1046.6400146484375,1041.9000244140625,46072900,1041.9000244140625
2016-01-12,1056.9200439453125,1028.1400146484375,1044.97998046875,1044.699951171875,48872600,1044.699951171875
2016-01-13,1050.6600341796875,1005.6900024414062,1045.739990234375,1010.1900024414062,50870300,1010.1900024414062
2016-01-14,1033.5799560546875,999.6199951171875,1010.6400146484375,1025.6700439453125,52411100,1025.6700439453125
2016-01-15,1023.9199829101562,983.97998046875,1023.9199829101562,1007.719970703125,54684600,1007.719970703125
2016-01-19,1017.8300170898438,985.219970703125,1010.2999877929688,994.8699951171875,49283500,994.8699951171875
2016-01-20,1008.6799926757812,958.47998046875,991.7899780273438,999.3099975585938,64160700,999.3099975585938
2016-01-21,1014.5,992.1199951171875,999.530029296875,997.3400268554688,50788100,997.3400268554688
2016-01-22,1021.8400268554688,999.8099975585938,999.8099975585938,1020.6599731445312,49017600,1020.6599731445312
2016-01-25,1019.4299926757812,996.0399780273438,1019.4299926757812,997.3699951171875,44013800,997.3699951171875
2016-01-26,1019.510009765625,998.1900024414062,998.1900024414062,1017.969970703125,43579400,1017.969970703125
2016-01-27,1021.8499755859375,998.8099975585938,1016.9000244140625,1002.75,47540400,1002.75
2016-01-28,1014.47998046875,1000.3800048828125,1004.1500244140625,1003.27001953125,46930100,1003.27001953125
2016-01-29,1035.3800048828125,1003.52001953125,1003.52001953125,1035.3800048828125,54975700,1035.3800048828125
2016-02-01,1037.27001953125,1020.5900268554688,1033.530029296875,1032.3900146484375,43225300,1032.3900146484375
2016-02-02,1030.56005859375,1005.4000244140625,1030.56005859375,1008.8400268554688,44631900,1008.8400268554688
2016-02-03,1016.9199829101562,989.25,1009.5,1010.2999877929688,51729500,1010.2999877929688
2016-02-04,1025.1099853515625,1008.5900268554688,1009.9299926757812,1014.7899780273438,51933200,1014.7899780273438
2016-02-05,1014.3099975585938,985.6199951171875,1014.3099975585938,985.6199951171875,49299400,985.6199951171875
2016-02-08,982.1500244140625,955.7100219726562,982.1500244140625,969.3400268554688,56364600,969.3400268554688
2016-02-09,975.1400146484375,957.0900268554688,967.8499755859375,963.9000244140625,51321400,963.9000244140625
2016-02-10,983.4500122070312,963.3200073242188,965.52001953125,963.47998046875,44711700,963.47998046875
2016-02-11,958.8900146484375,943.0999755859375,958.8900146484375,953.719970703125,55008000,953.719970703125
2016-02-12,972.8699951171875,955.3400268554688,955.3400268554688,971.989990234375,46969200,971.989990234375
2016-02-16,996.3900146484375,972.4500122070312,972.4500122070312,995.7999877929688,45706700,995.7999877929688
2016-02-17,1016.280029296875,997.8300170898438,997.8300170898438,1011.1300048828125,50115400,1011.1300048828125
2016-02-18,1013.5999755859375,1002.4099731445312,1011.97998046875,1004.7100219726562,44364900,1004.7100219726562
2016-02-19,1010.719970703125,998.27001953125,1003.719970703125,1010.010009765625,41428500,1010.010009765625
2016-02-22,1025.280029296875,1010.3900146484375,1010.3900146484375,1021.739990234375,40547100,1021.739990234375
2016-02-23,1021.25,1012.1500244140625,1021.25,1012.1500244140625,38906500,1012.1500244140625
2016-02-24,1023.0599975585938,996.7000122070312,1010.0999755859375,1022.0800170898438,43172500,1022.0800170898438
2016-02-25,1031.5799560546875,1020.4600219726562,1022.9600219726562,1031.5799560546875,41182100,1031.5799560546875
2016-02-26,1039.7099609375,1031.5899658203125,1031.5899658203125,1037.1800537109375,43485100,1037.1800537109375
2016-02-29,1044.9100341796875,1033.6700439453125,1037.2099609375,1033.9000244140625,45881800,1033.9000244140625
2016-03-01,1054.489990234375,1035.52001953125,1035.52001953125,1054.489990234375,48197500,1054.489990234375
2016-03-02,1065.6800537109375,1052.1500244140625,1054.239990234375,1065.6700439453125,46666100,1065.6700439453125
2016-03-03,1076.0899658203125,1064.5999755859375,1065.6400146484375,1076.050048828125,50817000,1076.050048828125
2016-03-04,1088.239990234375,1073.8199462890625,1076.3399658203125,1081.9300537109375,60499300,1081.9300537109375
2016-03-07,1094.5,1077.93994140625,1081.280029296875,1094.1500244140625,49681800,1094.1500244140625
2016-03-08,1092.7099609375,1067.239990234375,1092.7099609375,1067.8800048828125,46416500,1067.8800048828125
2016-03-09,1074.199951171875,1067.1300048828125,1068.449951171875,1072.77001953125,40381200,1072.77001953125
2016-03-10,1078.97998046875,1054.56005859375,1073.4100341796875,1063.989990234375,43767900,1063.989990234375
2016-03-11,1087.8699951171875,1066.1099853515625,1066.1099853515625,1087.56005859375,40786200,1087.56005859375
2016-03-14,1087.4599609375,1079.9000244140625,1086.969970703125,1084.25,34878500,1084.25
2016-03-15,1082.6800537109375,1065.510009765625,1082.6800537109375,1066.6700439453125,35602800,1066.6700439453125
2016-03-16,1076.510009765625,1063.6600341796875,1066.0799560546875,1074.510009765625,40570200,1074.510009765625
2016-03-17,1094.68994140625,1069.8900146484375,1074.4000244140625,1091.25,45304800,1091.25
2016-03-18,1102.97998046875,1092.010009765625,1092.010009765625,1101.6700439453125,65031400,1101.6700439453125
2016-03-21,1103.6300048828125,1096.1600341796875,1101.4599609375,1098.5799560546875,33766000,1098.5799560546875
2016-03-22,1100.760009765625,1090.0,1096.6800537109375,1097.3399658203125,34184600,1097.3399658203125
2016-03-23,1097.050048828125,1075.699951171875,1097.050048828125,1075.699951171875,36395100,1075.699951171875
2016-03-24,1079.5400390625,1065.6199951171875,1074.699951171875,1079.5400390625,34077200,1079.5400390625
2016-03-28,1084.469970703125,1073.4599609375,1079.93994140625,1080.22998046875,28090900,1080.22998046875
2016-03-29,1109.2099609375,1075.4300537109375,1079.8199462890625,1109.0799560546875,38223300,1109.0799560546875
2016-03-30,1117.3499755859375,1107.72998046875,1110.18994140625,1110.43994140625,35903100,1110.43994140625
2016-03-31,1117.7900390625,1109.530029296875,1110.4300537109375,1114.030029296875,37152800,1114.030029296875
2016-04-01,1118.3900146484375,1102.1199951171875,1112.9000244140625,1117.6800537109375,37499900,1117.6800537109375
2016-04-04,1119.4100341796875,1108.1700439453125,1117.68994140625,1108.5400390625,34857100,1108.5400390625
2016-04-05,1106.219970703125,1095.25,1106.219970703125,1095.8499755859375,41549200,1095.8499755859375
2016-04-06,1109.02001953125,1094.239990234375,1095.989990234375,1108.81005859375,37508000,1108.81005859375
2016-04-07,1107.8900146484375,1088.56005859375,1107.8900146484375,1092.7900390625,38012500,1092.7900390625
2016-04-08,1106.050048828125,1093.77001953125,1093.8599853515625,1097.31005859375,33595300,1097.31005859375
2016-04-11,1110.4300537109375,1094.31005859375,1097.9599609375,1094.3399658203125,35678400,1094.3399658203125
2016-04-12,1107.3599853515625,1091.6500244140625,1094.4599609375,1105.7099609375,42397400,1105.7099609375
2016-04-13,1129.9300537109375,1106.47998046875,1106.47998046875,1129.9300537109375,41918300,1129.9300537109375
2016-04-14,1132.0899658203125,1125.1300048828125,1130.0799560546875,1128.5899658203125,37658700,1128.5899658203125
2016-04-15,1132.1400146484375,1125.06005859375,1128.0799560546875,1130.9200439453125,37014500,1130.9200439453125
2016-04-18,1139.47998046875,1125.1600341796875,1129.719970703125,1139.280029296875,33168800,1139.280029296875
2016-04-19,1146.5,1135.8499755859375,1139.8299560546875,1140.22998046875,38968300,1140.22998046875
2016-04-20,1147.719970703125,1137.3199462890625,1140.1400146484375,1142.2900390625,41848800,1142.2900390625
2016-04-21,1144.5400390625,1133.43994140625,1142.3699951171875,1135.77001953125,41752900,1135.77001953125
2016-04-22,1147.4100341796875,1135.510009765625,1135.6600341796875,1146.68994140625,37905800,1146.68994140625
2016-04-25,1146.260009765625,1134.8499755859375,1146.260009765625,1138.0999755859375,33197400,1138.0999755859375
2016-04-26,1150.8199462890625,1138.699951171875,1138.699951171875,1150.72998046875,35571900,1150.72998046875
2016-04-27,1156.0699462890625,1145.8499755859375,1150.9200439453125,1154.1500244140625,41001100,1154.1500244140625
2016-04-28,1155.550048828125,1138.699951171875,1153.1099853515625,1140.4000244140625,43098400,1140.4000244140625
2016-04-29,1140.1099853515625,1124.260009765625,1140.1099853515625,1130.8499755859375,47047200,1130.8499755859375
2016-05-02,1140.9200439453125,1129.239990234375,1131.2099609375,1140.9200439453125,38411100,1140.9200439453125
2016-05-03,1138.8699951171875,1116.530029296875,1138.8699951171875,1121.760009765625,41733900,1121.760009765625
2016-05-04,1123.68994140625,1110.3900146484375,1121.1600341796875,1113.1300048828125,40585600,1113.1300048828125
2016-05-05,1118.3800048828125,1107.6400146484375,1114.3499755859375,1107.949951171875,40085300,1107.949951171875
2016-05-06,1114.77001953125,1101.5699462890625,1107.800048828125,1114.719970703125,37963500,1114.719970703125
2016-05-09,1123.6500244140625,1113.0799560546875,1114.719970703125,1118.25,37886200,1118.25
2016-05-10,1129.0400390625,1117.93994140625,1118.739990234375,1128.8299560546875,36002000,1128.8299560546875
2016-05-11,1128.469970703125,1114.6099853515625,1128.469970703125,1114.739990234375,38219800,1114.739990234375
2016-05-12,1119.8900146484375,1101.260009765625,1114.8699951171875,1108.5999755859375,37823900,1108.5999755859375
2016-05-13,1112.9599609375,1099.43994140625,1108.3699951171875,1102.43994140625,35798800,1102.43994140625
2016-05-16,1119.6800537109375,1103.22998046875,1103.22998046875,1116.2099609375,35013600,1116.2099609375
2016-05-17,1118.3399658203125,1094.06005859375,1115.4100341796875,1097.6800537109375,41089600,1097.6800537109375
2016-05-18,1110.72998046875,1093.949951171875,1097.18994140625,1102.949951171875,41013200,1102.949951171875
2016-05-19,1103.719970703125,1085.93994140625,1101.68994140625,1094.780029296875,38467700,1094.780029296875
2016-05-20,1112.3199462890625,1095.1600341796875,1095.1600341796875,1112.280029296875,35076500,1112.280029296875
2016-05-23,1117.3199462890625,1110.8699951171875,1112.469970703125,1111.3699951171875,30554800,1111.3699951171875
2016-05-24,1136.2900390625,1112.510009765625,1112.510009765625,1135.31005859375,36273400,1135.31005859375
2016-05-25,1142.8499755859375,1136.3699951171875,1136.3699951171875,1141.02001953125,38591600,1141.02001953125
2016-05-26,1143.18994140625,1137.5899658203125,1141.0999755859375,1139.75,32309900,1139.75
2016-05-27,1150.449951171875,1139.97998046875,1139.97998046875,1150.449951171875,30791500,1150.449951171875
2016-05-31,1158.969970703125,1150.3399658203125,1150.5999755859375,1154.7900390625,45144100,1154.7900390625
2016-06-01,1163.4300537109375,1148.5999755859375,1154.510009765625,1163.0400390625,35251700,1163.0400390625
2016-06-02,1170.77001953125,1159.3599853515625,1162.739990234375,1170.5799560546875,36327200,1170.5799560546875
2016-06-03,1170.3900146484375,1155.8399658203125,1170.3900146484375,1164.1300048828125,36277800,1164.1300048828125
2016-06-06,1179.3399658203125,1163.6800537109375,1164.260009765625,1176.8699951171875,34420200,1176.8699951171875
2016-06-07,1183.75,1175.050048828125,1177.18994140625,1179.969970703125,35347300,1179.969970703125
2016-06-08,1190.1700439453125,1180.199951171875,1180.199951171875,1188.949951171875,35620600,1188.949951171875
2016-06-09,1188.22998046875,1177.8599853515625,1188.22998046875,1181.199951171875,32903200,1181.199951171875
2016-06-10,1178.3800048828125,1161.27001953125,1178.3800048828125,1163.9300537109375,35150100,1163.9300537109375
2016-06-13,1164.9000244140625,1149.47998046875,1162.530029296875,1150.699951171875,33920300,1150.699951171875
2016-06-14,1153.219970703125,1141.22998046875,1149.5899658203125,1147.8199462890625,37597700,1147.8199462890625
2016-06-15,1157.9599609375,1148.0899658203125,1148.0899658203125,1149.300048828125,35447200,1149.300048828125
2016-06-16,1148.8599853515625,1133.0999755859375,1147.8599853515625,1148.18994140625,36282800,1148.18994140625
2016-06-17,1151.68994140625,1141.489990234375,1148.9599609375,1144.699951171875,49026300,1144.699951171875
2016-06-20,1167.1199951171875,1146.3900146484375,1146.3900146484375,1157.699951171875,34674400,1157.699951171875
2016-06-21,1158.8499755859375,1147.77001953125,1158.1199951171875,1153.8699951171875,32328800,1153.8699951171875
2016-06-22,1161.280029296875,1148.699951171875,1154.1500244140625,1148.969970703125,31681600,1148.969970703125
2016-06-23,1172.219970703125,1151.510009765625,1151.510009765625,1172.219970703125,32979400,1172.219970703125
2016-06-24,1162.9200439453125,1123.489990234375,1162.9200439453125,1127.5400390625,75974500,1127.5400390625
2016-06-27,1123.81005859375,1085.8800048828125,1123.81005859375,1089.6500244140625,54312200,1089.6500244140625
2016-06-28,1110.5,1092.1700439453125,1092.1700439453125,1107.300048828125,43858100,1107.300048828125
2016-06-29,1132.6199951171875,1110.7900390625,1110.7900390625,1131.6199951171875,42417400,1131.6199951171875
2016-06-30,1152.030029296875,1128.9100341796875,1132.1500244140625,1151.9200439453125,46228200,1151.9200439453125
2016-07-01,1161.050048828125,1151.25,1151.75,1156.77001953125,34588900,1156.77001953125
2016-07-05,1155.4599609375,1133.6300048828125,1155.4599609375,1139.449951171875,36583800,1139.449951171875
2016-07-06,1147.9100341796875,1131.7099609375,1138.9200439453125,1147.3299560546875,39093800,1147.3299560546875
2016-07-07,1156.8900146484375,1143.4200439453125,1147.6300048828125,1149.760009765625,36045500,1149.760009765625
2016-07-08,1178.1199951171875,1152.239990234375,1152.239990234375,1177.3599853515625,36075000,1177.3599853515625
2016-07-11,1192.0400390625,1179.18994140625,1179.18994140625,1190.030029296875,32533400,1190.030029296875
2016-07-12,1211.77001953125,1191.97998046875,1191.97998046875,1205.8900146484375,40978200,1205.8900146484375
2016-07-13,1210.3800048828125,1197.8699951171875,1206.8599853515625,1201.1600341796875,35023200,1201.1600341796875
2016-07-14,1209.9100341796875,1201.9000244140625,1203.3599853515625,1202.1700439453125,34656100,1202.1700439453125
2016-07-15,1208.239990234375,1201.6700439453125,1203.52001953125,1205.31005859375,31226000,1205.31005859375
2016-07-18,1210.6400146484375,1202.489990234375,1205.2900390625,1207.9100341796875,30093100,1207.9100341796875
2016-07-19,1207.239990234375,1198.780029296875,1207.239990234375,1200.449951171875,29683400,1200.449951171875
2016-07-20,1212.0799560546875,1198.4000244140625,1201.4300537109375,1209.739990234375,32118600,1209.739990234375
2016-07-21,1213.52001953125,1201.4100341796875,1209.5699462890625,1203.8599853515625,34389000,1203.8599853515625
2016-07-22,1214.1600341796875,1202.22998046875,1204.1099853515625,1212.8900146484375,30232800,1212.8900146484375
2016-07-25,1212.8399658203125,1207.199951171875,1212.8399658203125,1209.8199462890625,30572400,1209.8199462890625
2016-07-26,1217.1300048828125,1208.760009765625,1209.510009765625,1216.8599853515625,34423500,1216.8599853515625
2016-07-27,1222.260009765625,1212.8299560546875,1217.4599609375,1218.9300537109375,39955000,1218.9300537109375
2016-07-28,1219.489990234375,1214.260009765625,1218.72998046875,1217.3299560546875,36642400,1217.3299560546875
2016-07-29,1224.77001953125,1210.25,1217.0899658203125,1219.93994140625,40388400,1219.93994140625
2016-08-01,1224.4599609375,1214.6400146484375,1220.300048828125,1219.1199951171875,35059900,1219.1199951171875
2016-08-02,1219.050048828125,1199.5999755859375,1219.0,1202.3499755859375,38487500,1202.3499755859375
2016-08-03,1212.739990234375,1198.72998046875,1201.8699951171875,1212.72998046875,37865300,1212.72998046875
2016-08-04,1219.0899658203125,1211.97998046875,1212.780029296875,1213.760009765625,37092000,1213.760009765625
2016-08-05,1232.8699951171875,1215.699951171875,1215.699951171875,1231.300048828125,36630700,1231.300048828125
2016-08-08,1235.780029296875,1228.8900146484375,1231.3199462890625,1230.4200439453125,33275500,1230.4200439453125
2016-08-09,1233.2900390625,1229.43994140625,1230.530029296875,1231.739990234375,33343000,1231.739990234375
2016-08-10,1232.8399658203125,1220.75,1231.699951171875,1223.27001953125,32549500,1223.27001953125
2016-08-11,1231.0,1223.75,1224.0,1229.1199951171875,34231600,1229.1199951171875
2016-08-12,1231.6500244140625,1225.0400390625,1228.8499755859375,1229.8199462890625,30006600,1229.8199462890625
2016-08-15,1243.8299560546875,1230.530029296875,1230.530029296875,1241.8599853515625,30785300,1241.8599853515625
2016-08-16,1241.6800537109375,1230.739990234375,1241.6800537109375,1231.1300048828125,31964000,1231.1300048828125
2016-08-17,1230.97998046875,1221.719970703125,1230.97998046875,1227.6800537109375,33889100,1227.6800537109375
2016-08-18,1236.8499755859375,1227.4200439453125,1227.4200439453125,1236.8499755859375,33005700,1236.8499755859375
2016-08-19,1237.3900146484375,1231.760009765625,1236.489990234375,1236.77001953125,30848000,1236.77001953125
2016-08-22,1239.739990234375,1232.0,1236.5999755859375,1239.739990234375,27775500,1239.739990234375
2016-08-23,1251.3299560546875,1240.5999755859375,1240.5999755859375,1248.5799560546875,30414900,1248.5799560546875
2016-08-24,1248.9100341796875,1235.469970703125,1248.47998046875,1237.25,31482800,1237.25
2016-08-25,1243.300048828125,1234.4100341796875,1236.4000244140625,1240.0,29693100,1240.0
2016-08-26,1250.1800537109375,1231.27001953125,1240.1400146484375,1238.030029296875,33423400,1238.030029296875
2016-08-29,1248.219970703125,1238.3199462890625,1238.3199462890625,1244.93994140625,26547800,1244.93994140625
2016-08-30,1248.4300537109375,1241.5400390625,1245.0799560546875,1246.030029296875,30068000,1246.030029296875
2016-08-31,1245.6400146484375,1233.1199951171875,1245.6400146484375,1239.9100341796875,37663900,1239.9100341796875
2016-09-01,1242.0899658203125,1228.780029296875,1240.0699462890625,1239.800048828125,33921200,1239.800048828125
2016-09-02,1251.8299560546875,1241.4300537109375,1241.4300537109375,1251.8299560546875,30911200,1251.8299560546875
2016-09-06,1254.4100341796875,1246.4599609375,1252.449951171875,1253.3699951171875,34476500,1253.3699951171875
2016-09-07,1261.1199951171875,1252.4100341796875,1253.219970703125,1261.010009765625,33194200,1261.010009765625
2016-09-08,1260.47998046875,1254.93994140625,1260.47998046875,1258.3599853515625,37278400,1258.3599853515625
2016-09-09,1256.300048828125,1219.199951171875,1256.300048828125,1219.2099609375,42339600,1219.2099609375
2016-09-12,1235.8699951171875,1211.6600341796875,1218.6300048828125,1235.8699951171875,40104800,1235.8699951171875
2016-09-13,1234.550048828125,1206.0699462890625,1234.550048828125,1212.3199462890625,41416700,1212.3199462890625
2016-09-14,1219.9300537109375,1209.7099609375,1212.6800537109375,1211.5899658203125,36641000,1211.5899658203125
